latitude,longitude,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,gemeindeteil_name,gemeindeteil_schluessel,strasse_name,strasse_schluessel,hausnummer,hausnummer_zusatz,postleitzahl,art,bezeichnung,traeger_bezeichnung,traeger_art,barrierefrei,oeffnungszeiten,telefon_festnetz,telefon_mobil,email,website
54.1707283302188,12.081076562112,863a0a62-494e-11e4-b792-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Richard-Wagner-Str.,"07910","31",,"18119",Ausleihbibliothek,Hochschulbibliothek Wismar – Fachbibliothek Seefahrt Warnemünde,Land Mecklenburg-Vorpommern,öffentlich,,"Mo-Do 09:00-16:00; Fr 09:00-12:00",+49 381 4985898,,monika.peters@hs-wismar.de,https://fiw.hs-wismar.de/bereiche/sal/ausstattung/fachbibliothek-seefahrt-warnemuende/
54.1033224401581,12.1667400083735,86404b5c-494e-11e4-b794-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Hannes-Meyer-Platz,"03310","7",,"18146",Ausleihbibliothek,Stadtbibliothek Rostock – Stadtteilbibliothek Dierkow,Hanse- und Universitätsstadt Rostock,öffentlich,,"Mo,Do 10:00-12:00,13:00-18:00; Fr 10:00-13:00",+49 381 690311,,,https://www.stadtbibliothek-rostock.de/de/standorte/
54.1385558025633,12.0545833811456,8611a46e-494e-11e4-b786-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Warnowallee,"09530","30",,"18107",Ausleihbibliothek,Stadtbibliothek Rostock – Stadtteilbibliothek Lütten Klein,Hanse- und Universitätsstadt Rostock,öffentlich,,"Di,Do,Fr 10:00-12:00,13:00-18:00",+49 381 3812853,,,https://www.stadtbibliothek-rostock.de/de/standorte/
54.1504591105041,12.0807439792195,8614e19c-494e-11e4-b787-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Gerüstbauerring,"02890","28",,"18109",Ausleihbibliothek,Stadtbibliothek Rostock – Stadtteilbibliothek Groß Klein,Hanse- und Universitätsstadt Rostock,öffentlich,,"Mo,Di,Do 10:00-12:00,13:00-18:00",+49 381 1215985,,,https://www.stadtbibliothek-rostock.de/de/standorte/
54.0868511811055,12.1345226881747,861d5598-494e-11e4-b789-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Schwaansche Str.,"08450","3",a,"18055",Ausleihbibliothek,Campusbibliothek Innenstadt (Fachbibliothek Sprach- und Literaturwissenschaften),Land Mecklenburg-Vorpommern,öffentlich,"1","Mo 10:00-19:00; Di-Fr 09:00-19:00; Sa 10:00-16:00",+49 381 4988731,,fachbibliothek-slw.ub@uni-rostock.de,https://www.ub.uni-rostock.de/
54.0914676925566,12.1440682914203,e74bb3c4-496b-11e4-9bfa-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Beim St.-Katharinenstift,"01300","8",,"18055",Ausleihbibliothek,Bibliothek der Hochschule für Musik und Theater Rostock,Land Mecklenburg-Vorpommern,öffentlich,,"Mo,Di 10:00-16:30; Mi 10:00-17:00; Do 11:00-16:30; Fr 10:00-13:00",+49 381 5108252,,bibliothek@hmt-rostock.de,https://www.hmt-rostock.de/hochschule/bibliothek/
54.0850436868177,12.1333257706308,8603ae2c-494e-11e4-b782-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",August-Bebel-Str.,"00940","28",,"18055",Ausleihbibliothek,"Campusbibliothek Innenstadt (Fachbibliothek Bildung, Geschichte, Altertum)",Land Mecklenburg-Vorpommern,öffentlich,"1","Mo 10:00-19:00; Di-Fr 09:00-19:00; Sa 10:00-16:00",+49 381 4988712,,information-innenstadt.ub@uni-rostock.de,https://www.ub.uni-rostock.de/
54.0754990550437,12.1035512354961,8620c9bc-494e-11e4-b78a-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Albert-Einstein-Str.,"00160","6",,"18059",Ausleihbibliothek,Campusbibliothek Südstadt,Land Mecklenburg-Vorpommern,öffentlich,"1","Mo,Sa 10:00-24:00; Di-Fr 09:00-24:00; So 12:00-24:00",+49 381 4988640,,information-suedstadt.ub@uni-rostock.de,https://www.ub.uni-rostock.de/
54.0885534357973,12.1367173685473,f2126e14-4967-11e4-9bf8-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Kröpeliner Str.,"06290","82",,"18055",Ausleihbibliothek,Fachstelle der öffentlichen Bibliotheken in Mecklenburg-Vorpommern,Land Mecklenburg-Vorpommern,öffentlich,"1","Mo 14:00-18:00; Di-Fr 10:00-18:00; Sa 10:00-14:00",+49 381 3812840,,info@fachstelle-mv.de,https://www.fachstelle-mv.de/wDeutsch/oeffentliche-bibliotheken/alphabetisches_verzeichnis/bibliotheken_R/rostock.php
54.0854463683187,12.1405932212406,7a95b210-4d54-11e4-a8cb-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",August-Bebel-Str.,"00940","1",,"18055",Präsenzbibliothek,Maritime Bibliothek,Societät Rostock maritim e.V.,gewerblich-privat,,Mo-Fr 10:00-17:00,+49 381 8579711,,service@srm-hro.de,https://www.srm-hro.de/index.php/bibliothek
54.087973952153,12.1333271713291,8636ee72-494e-11e4-b791-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Universitätsplatz,"09150","1",,"18055",Präsenzbibliothek,Universitätsbibliothek Rostock – Universitätsarchiv und Kustodie,Land Mecklenburg-Vorpommern,öffentlich,,"Di-Do 09:00-12:00,13:00-16:00",+49 381 4988621,,universitaetsarchiv@uni-rostock.de,https://www.ub.uni-rostock.de/standorte-einrichtungen/universitaetsarchivkustodie/das-universitaetsarchiv/
54.0882942852406,12.1419562401808,02273fda-4960-11e4-9bef-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Hinter dem Rathaus,"03640","5",,"18055",Präsenzbibliothek,Archiv der Hanse- und Universitätsstadt Rostock,Hanse- und Universitätsstadt Rostock,öffentlich,"0","Mo,Do 09:00-12:00,13:00-16:00; Di 09:00-12:00,13:00-18:00; Mi 09:00-12:00",+49 381 3811361,,stadtarchiv@rostock.de,https://rathaus.rostock.de/de/service/aemter/stadtarchiv_rostock/251938
54.0870429783383,12.1360153152051,860764d6-494e-11e4-b783-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Altbettelmönchstr.,"00240","4",,"18055",Ausleihbibliothek,Campusbibliothek Innenstadt (Fachbibliothek Theologie und Philosophie),Land Mecklenburg-Vorpommern,öffentlich,"0","Mo 10:00-19:00; Di-Fr 09:00-19:00; Sa 10:00-16:00",+49 381 4988724,,fachbibliothek-thephi.ub@uni-rostock.de,https://www.ub.uni-rostock.de/
54.0870429323638,12.1360133852166,8633cd3c-494e-11e4-b790-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Altbettelmönchstr.,"00240","4",,"18055",Präsenzbibliothek,Universitätsbibliothek Rostock – Sondersammlungen,Land Mecklenburg-Vorpommern,öffentlich,,"Di-Fr 09:00-12:00,13:00-17:00",+49 381 4988754,,sondersammlungen@uni-rostock.de,https://www.ub.uni-rostock.de/standorte-einrichtungen/sondersammlungen/die-sondersammlungen/
